dataset,backbone,variant,rule_strength,weight_spatial,weight_temporal,weight_category_transition,weight_user_preference,weight_popularity,validation_recall_at_1,validation_recall_at_5,validation_recall_at_10,validation_recall_at_20,validation_mrr,validation_ndcg_at_5,validation_ndcg_at_10,validation_ndcg_at_20,validation_objective,test_recall_at_1,test_recall_at_5,test_recall_at_10,test_recall_at_20,test_mrr,test_ndcg_at_5,test_ndcg_at_10,test_ndcg_at_20,test_objective,test_delta_recall_at_1,test_delta_recall_at_5,test_delta_recall_at_10,test_delta_recall_at_20,test_delta_mrr,test_delta_ndcg_at_5,test_delta_ndcg_at_10,test_delta_ndcg_at_20,test_added_hits_at_1,test_added_hits_at_5,test_added_hits_at_10,test_added_hits_at_20
ca,R0,without_temporal,0.25,0.4064023392713548,0.0,0.0273225546180914,0.5618386174032042,0.0044364887073495,0.2011901388495324,0.3873618588835364,0.4548030603570416,0.512609804477189,0.2880708821700937,0.3001341380449918,0.3218072909625113,0.3365860537519186,1.7803274344967517,0.166546762589928,0.3550359712230216,0.4316546762589928,0.4827338129496403,0.2567050762706068,0.2673640896399281,0.2924529582598229,0.3055670869168963,1.5452921874932688,-0.0021582733812949,0.010431654676259,0.0122302158273381,0.0,0.0026944125566666,0.0048261664850551,0.0056588926431548,0.002645556472224,-6,29,34,0
ca,R0,without_category_transition,0.25,0.2726559898339822,0.3474291212612452,0.0,0.3769384414215752,0.0029764474831972,0.2054406347407197,0.3845281949560782,0.4539529611788042,0.512609804477189,0.2905254451631449,0.3010360894998741,0.3233526435509923,0.3383974955498062,1.7978522685819762,0.1701438848920863,0.3525179856115107,0.4309352517985611,0.4827338129496403,0.2588444137949367,0.2682133026947265,0.2938473119963902,0.3070986746912979,1.5601512416695194,0.0014388489208633,0.0079136690647481,0.0115107913669064,0.0,0.0048337500809965,0.0056753795398535,0.0070532463797221,0.0041771442466256,4,22,32,0
ca,R0,without_user_preference,0.25,0.4251001887035581,0.5416795908250361,0.0285796168024976,0.0,0.0046406036689081,0.2028903372060073,0.3825446302068574,0.4539529611788042,0.512609804477189,0.2883008020408467,0.2984958180751113,0.3216693168396041,0.3367196386213011,1.7809025991468448,0.1672661870503597,0.3517985611510791,0.4305755395683453,0.4827338129496403,0.2570363351081133,0.2666608283263894,0.2923941670501113,0.3057205677030162,1.5445604727870206,-0.0014388489208633,0.0071942446043165,0.0111510791366906,0.0,0.0030256713941731,0.0041229051715164,0.0056001014334431,0.002799037258344,-4,20,31,0
ca,R0,without_popularity,0.25,0.2685328561207724,0.3421752600726633,0.0180535467420451,0.3712383370645192,0.0,0.2051572683479739,0.384811561348824,0.45423632757155,0.512609804477189,0.2904514546100568,0.3011101382412166,0.3233868029981038,0.3383384522906898,1.7970022275919932,0.1694244604316546,0.3525179856115107,0.4309352517985611,0.4827338129496403,0.2583367453201156,0.2678627630152617,0.2934582878632786,0.3067082546391477,1.5564153356735069,0.0007194244604316,0.0079136690647481,0.0115107913669064,0.0,0.0043260816061754,0.0053248398603887,0.0066642222466105,0.0037867241944754,2,22,32,0
ca,R0,user_spatial,0.25,0.4197326465791645,0.0,0.0,0.5802673534208356,0.0,0.2023236044205157,0.3867951260980448,0.4536695947860584,0.512609804477189,0.28852636748265,0.3002467573740392,0.3218138652764016,0.3369230103470081,1.7848626686367972,0.166546762589928,0.3553956834532374,0.4327338129496403,0.4827338129496403,0.2567730528583676,0.2675070607682388,0.2928124739987999,0.3056351637923714,1.5458628474395562,-0.0021582733812949,0.0107913669064748,0.0133093525179856,0.0,0.0027623891444274,0.0049691376133658,0.0060184083821318,0.0027136333476991,-6,30,37,0
ca,R0,user_temporal,0.25,0.0,0.4796309762608384,0.0,0.5203690237391616,0.0,0.2048739019552281,0.3814111646358742,0.4499858316803627,0.512609804477189,0.2895649601437521,0.2994685205443969,0.3215094957761711,0.3374975094081603,1.789940253144936,0.1726618705035971,0.3517985611510791,0.4276978417266187,0.4827338129496403,0.2586797183413578,0.2681827858777789,0.2927681656507095,0.3067536735819036,1.5693085473846042,0.0039568345323741,0.0071942446043165,0.008273381294964,0.0,0.0046690546274176,0.0056448627229059,0.0059741000340414,0.0038321431372314,11,20,23,0
ca,R0,user_spatial_temporal,0.25,0.2734699588045963,0.3484663129413786,0.0,0.378063728254025,0.0,0.2051572683479739,0.3845281949560782,0.45423632757155,0.512609804477189,0.2903820445946948,0.3009315073954738,0.3233299727036954,0.3382908483556409,1.7964708203381423,0.1701438848920863,0.3525179856115107,0.4309352517985611,0.4827338129496403,0.2588444137949366,0.2682133026947265,0.2938473119963902,0.3070986746912978,1.5601512416695191,0.0014388489208633,0.0079136690647481,0.0115107913669064,0.0,0.0048337500809965,0.0056753795398535,0.0070532463797221,0.0041771442466256,4,22,32,0
tky,R0,base,0.0,0.0,0.0,0.0,0.0,0.0,0.2265579499126383,0.4453989516598718,0.5345078625509609,0.6003203261502621,0.3279353166855722,0.3420103988166662,0.3708704927746216,0.3873882322546991,2.021576466812664,0.2588803637396988,0.4769820971867007,0.5537084398976982,0.6206308610400681,0.3596929980544343,0.3749528288014401,0.3999547235310786,0.4168610040648842,2.24714937900137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
tky,R0,full,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,only_spatial,0.2,1.0,0.0,0.0,0.0,0.0,0.2176761793826441,0.4452533488642982,0.5355270821199767,0.6003203261502621,0.322819652249723,0.3379296130405536,0.3672637473055249,0.3836330834717466,1.9767073316851516,0.2493606138107416,0.4788292128445581,0.5583972719522592,0.6206308610400681,0.3550496163026123,0.3718123937110669,0.3978080356082178,0.4135956150555261,2.203133678101204,-0.0095197499289571,0.0018471156578573,0.0046888320545609,0.0,-0.0046433817518219,-0.0031404350903731,-0.0021466879228607,-0.0032653890093581,-67,13,33,0
tky,R0,only_temporal,0.2,0.0,1.0,0.0,0.0,0.0,0.226703552708212,0.442632498543972,0.5243156668608038,0.6003203261502621,0.3261040514949463,0.3400153811694308,0.3664565708629653,0.3857648762842346,2.015566142041197,0.2587382779198636,0.4715828360329639,0.5483091787439613,0.6206308610400681,0.3581949109531929,0.3724153212685799,0.3971630106239311,0.415409816048039,2.237146179934191,-0.0001420858198352,-0.0053992611537368,-0.0053992611537369,0.0,-0.0014980871012413,-0.0025375075328601,-0.0027917129071475,-0.0014511880168451,-1,-38,-38,0
tky,R0,only_category_transition,0.2,0.0,0.0,1.0,0.0,0.0,0.2245195107746068,0.4435061153174141,0.524606872451951,0.6003203261502621,0.3252240111738358,0.339664951868369,0.3658958366221045,0.385143118531263,2.0064731214580465,0.2568911622620062,0.4721511793123046,0.5473145780051151,0.6206308610400681,0.357813405583436,0.372311139194411,0.3966639178214666,0.4151842915319839,2.2298403731381766,-0.0019892014776925,-0.0048309178743961,-0.0063938618925831,0.0,-0.0018795924709982,-0.002641689607029,-0.003290805709612,-0.0016767125329003,-14,-34,-45,0
tky,R0,only_user_preference,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,only_popularity,0.2,0.0,0.0,0.0,0.0,1.0,0.227140361094933,0.4430693069306931,0.5269365171811299,0.6003203261502621,0.3279269300261277,0.341517669308238,0.3686956165208931,0.3872065807688353,2.021075350644791,0.2605853935777209,0.4705882352941176,0.5508667235009946,0.6206308610400681,0.3596160959050532,0.3730068077629996,0.3990093787393037,0.4165297607748744,2.2455527132730544,0.0017050298380221,-0.0063938618925831,-0.0028417163967036,0.0,-7.690214938105289e-05,-0.0019460210384404,-0.0009453447917748,-0.0003312432900098,12,-45,-20,0
tky,R0,without_spatial,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,without_temporal,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,without_category_transition,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,without_user_preference,0.0,0.0,0.0,0.0,0.0,0.0,0.2265579499126383,0.4453989516598718,0.5345078625509609,0.6003203261502621,0.3279353166855722,0.3420103988166662,0.3708704927746216,0.3873882322546991,2.021576466812664,0.2588803637396988,0.4769820971867007,0.5537084398976982,0.6206308610400681,0.3596929980544343,0.3749528288014401,0.3999547235310786,0.4168610040648842,2.24714937900137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
tky,R0,without_popularity,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,user_spatial,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,user_temporal,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
tky,R0,user_spatial_temporal,0.2,0.0,0.0,0.0,1.0,0.0,0.2297612114152591,0.4499126383226558,0.5333430401863716,0.6003203261502621,0.3313782955011511,0.346052682113292,0.37315820125138,0.3901961437109295,2.046388461598136,0.2611537368570616,0.4786871270247229,0.55512929809605,0.6206308610400681,0.3630006944447342,0.3781057625734829,0.4028343984485933,0.4194878490565301,2.2644085314711866,0.0022733731173628,0.0017050298380221,0.0014208581983518,0.0,0.0033076963902999,0.0031529337720428,0.0028796749175147,0.0026268449916458,16,12,10,0
