dataset,backbone,sample_index,user_id,timestamp,outcome,label_poi_id,label_category_name,previous_category_name,model_top1_poi_id,model_top1_category_name,final_top1_poi_id,final_top1_category_name,base_rank,final_rank,rank_improvement,model_rule_top1_disagree,model_margin,rule_margin,final_margin,target_distance_km,target_spatial,target_temporal,target_category_transition,target_user_preference,target_popularity
nyc,A4,288,247,2013-02-04 13:09:02,worsened_non_top1,3854,Building,Subway,1903,Subway,1903,Subway,3,14,-11,True,0.543030750680179,0.22253085629717384,0.21544629725381859,20.580577878687144,8.699252120639191e-07,0.21751984286273196,0.01625645800174632,0.04166666666666667,0.0
nyc,A4,280,242,2013-01-26 12:05:04,worsened_non_top1,4509,Bar,Bar,3502,Gym / Fitness Center,3502,Gym / Fitness Center,6,16,-10,True,0.1983260460415731,0.07085682743157296,0.09121018374833667,6.456500451283753,0.014315828329558548,0.01978456554788591,0.19829816994987762,0.0,0.05537877980754446
nyc,A4,324,288,2013-01-30 12:38:15,worsened_non_top1,2211,Gym / Fitness Center,Diner,1436,Office,1436,Office,7,15,-8,False,0.5356514443800562,0.09939982613933274,0.37392875891958155,5.0344407806153715,0.00016478709948906182,0.01597405379587909,0.0007074760358007698,0.011406844106463877,0.45642971398807086
nyc,A4,341,308,2013-01-21 23:52:22,worsened_non_top1,3608,Laundry Service,Drugstore / Pharmacy,2616,Chinese Restaurant,2616,Chinese Restaurant,9,16,-7,True,0.38212987967025036,0.005887999677761879,0.2004193541343675,0.034884488843308685,0.37136007046928915,0.07298117785824082,0.00014044645270218977,0.013236267372600924,0.1129717756321514
nyc,A4,6,6,2013-02-02 05:26:15,worsened_non_top1,1463,Airport,Gym / Fitness Center,1513,Gym / Fitness Center,1513,Gym / Fitness Center,10,16,-6,False,0.5120878268493647,0.14615351157421386,0.35102958991492705,9.197490882813508,0.07186171822939268,0.22198035054816917,0.00243972917275878,0.0,0.591468022824928
nyc,A4,314,286,2012-12-23 11:27:44,worsened_non_top1,1766,Pizza Place,General Travel,3575,Other Great Outdoors,3575,Other Great Outdoors,2,8,-6,True,0.3771305626473559,0.008050141886768225,0.13862850312684594,1.146398632951396,0.26204806623035237,0.029051622133900102,0.05052770581886149,0.08739076154806492,0.48151068928757196
nyc,A4,289,247,2013-02-11 12:17:43,worsened_non_top1,3854,Building,Subway,1903,Subway,1903,Subway,4,10,-6,False,0.20349379159380676,0.14473677188665746,0.35891942637853635,0.5629258628836201,0.6861436686195664,0.20537315448653679,0.01625645800174632,0.04166666666666667,0.0
nyc,A4,373,336,2013-01-15 17:06:04,worsened_non_top1,434,Airport,Airport,970,Airport,970,Airport,13,19,-6,True,0.1051376958330974,0.011612513188978602,0.09194675205409397,33.758860669502326,0.0,0.11484498593725148,0.7501773195998582,0.0,0.6322219949802997
nyc,A4,1192,905,2013-01-17 08:52:32,worsened_non_top1,1285,Fast Food Restaurant,Drugstore / Pharmacy,3770,Bus Station,3770,Bus Station,3,8,-5,True,0.47101336310801767,0.1254927205170392,0.20542993664761933,8.533645922969008,0.22166556329440393,0.06609529834341485,0.019773769630916177,0.1739130434782609,0.11264178993359342
nyc,A4,1125,872,2013-01-18 15:14:12,worsened_non_top1,2859,Clothing Store,Park,3471,Coffee Shop,3471,Coffee Shop,6,11,-5,True,0.3051281186591589,0.018405603167998108,0.27705287968434344,1.002313161932626,0.8039809854841387,0.07282632883129227,0.07022822603468018,0.1276595744680851,0.44458014506002264
nyc,A4,871,710,2013-01-17 23:32:16,corrected_top1,3866,Home (private),Parking,4236,Food,3866,Home (private),8,1,7,True,0.04606888159649469,0.10067735009019851,0.05167006400801899,15.646992497137653,6.313996108828434e-06,1.0,1.0,1.0,1.0
nyc,A4,1062,832,2013-02-13 18:52:58,corrected_top1,983,Gym / Fitness Center,Gym / Fitness Center,1076,Sporting Goods Shop,983,Gym / Fitness Center,5,1,4,True,0.005238449324235228,0.3374126349003639,0.08320712298602573,0.0,1.0,0.482044140002628,1.0,1.0,0.11997274264444946
nyc,A4,558,479,2013-01-31 14:29:44,corrected_top1,4442,Office,Train Station,4285,Café,4442,Office,5,1,4,True,0.02458591887210604,0.04723752196363362,0.12947924173023684,1.7073877034715217,0.7834236674497542,1.0,0.24198707623755383,0.6579476861167003,0.4028772749960255
nyc,A4,655,557,2013-02-07 17:57:51,corrected_top1,1274,Gym / Fitness Center,Bar,2783,Seafood Restaurant,1274,Gym / Fitness Center,5,1,4,True,0.22634050297601704,0.02792430018275649,0.020246423172009753,6.760055510965505,0.026248313329193716,1.0,0.18362030688497533,0.7999999999999998,0.3841703586155089
nyc,A4,463,383,2013-01-17 08:17:43,corrected_top1,4857,Office,Building,1275,Building,4857,Office,4,1,3,True,0.03418681138060531,0.22152238864153162,0.1254706337065422,0.5811302874761471,0.8466136677836089,1.0,0.7037888212891629,0.9660056657223797,0.7148952940841834
nyc,A4,680,574,2013-01-30 12:55:14,corrected_top1,4762,Home (private),Coffee Shop,4453,Home (private),4762,Home (private),4,1,3,True,0.0004262030836852393,0.10950822290117279,0.016796620096579673,0.45439271510480966,0.8657078762874931,1.0,0.4369498051022227,0.8858695652173914,0.09092159519882176
nyc,A4,894,718,2013-01-30 11:09:05,corrected_top1,4478,Home (private),Campground,3881,Miscellaneous Shop,4478,Home (private),4,1,3,True,0.14816150174987663,0.0065635977537729095,0.02180223248948865,0.2223357669897571,0.8736025684493236,1.0,0.31663981583526973,0.8002793296089387,0.46791236260419616
nyc,A4,430,358,2012-12-23 07:31:52,corrected_top1,2740,Office,Burger Joint,1939,Mall,2740,Office,4,1,3,True,0.05176387968334906,0.23345049839316678,0.01626905463696937,0.9379315078814809,0.8896595662991561,0.48517758929930566,0.46930472773541665,0.8888888888888888,1.0
nyc,A4,177,132,2013-02-14 00:13:21,corrected_top1,4975,Home (private),Subway,1449,Gym / Fitness Center,4975,Home (private),4,1,3,True,0.20855406127431597,0.14214762447401363,0.05826379748409383,0.8311433834909352,0.7023978546603584,1.0,0.17321947458581916,0.5517241379310345,0.07240096570168814
nyc,A4,350,323,2013-01-17 23:21:01,corrected_top1,268,Bar,Music Venue,108,French Restaurant,268,Bar,3,1,2,True,0.1699528749606829,0.10845184951284093,0.04703770333478785,0.0956424828900688,1.0,1.0,1.0,1.0,0.48860840553061446
nyc,A4,589,507,2013-01-12 09:39:17,broken_top1,4091,Neighborhood,Salad Place,4091,Neighborhood,2494,Subway,1,6,-5,True,0.038267411323315126,0.21824004813600284,0.21643446825452506,15.141890516462897,0.0018153717930945571,0.3056033546950596,0.04413874278147644,0.42748091603053434,0.2778656677841941
nyc,A4,416,347,2013-01-26 14:26:08,broken_top1,3132,Office,Fast Food Restaurant,3132,Office,1379,Subway,1,5,-4,True,0.5792781568466542,0.051129655255550355,0.10147938506888377,5.729921008984564,0.0008670336238193762,0.09833621005294502,0.15827375834254598,0.16566265060240962,0.8461925705663019
nyc,A4,1257,944,2013-02-01 15:33:46,broken_top1,3088,Bus Station,Airport,3088,Bus Station,994,Train Station,1,5,-4,True,0.19321119769983153,0.051031693112909005,0.06480393134457685,2.940337954597252,0.07924518336615435,0.0920640792440531,0.013072262674806398,0.27496382054992763,0.3610378587001017
nyc,A4,869,710,2013-01-13 14:27:03,broken_top1,3425,City,General Travel,3425,City,3866,Home (private),1,3,-2,True,0.19752892879606543,0.4023673813203461,0.22407500550197268,1.7608644893002,0.3622653076892484,0.05061046932546498,0.4406283683687242,0.5094614264919942,0.8565485031161977
nyc,A4,359,324,2013-02-13 07:22:28,broken_top1,1976,Train Station,Gym / Fitness Center,1976,Train Station,2016,Office,1,3,-2,True,0.1581498159747715,0.330019597874751,0.19254014888108117,23.306194821854657,0.0022458911285437285,0.6074642232919404,0.22955974499228549,0.5822222222222222,0.35197804957327256
nyc,A4,256,198,2013-01-12 06:23:01,broken_top1,4829,Office,Residential Building (Apartment / Condo),4829,Office,4808,Residential Building (Apartment / Condo),1,3,-2,True,0.1399667205641495,0.1806021750067256,0.06565646620315158,15.678530315183245,0.06596764537029806,0.04766430494826249,0.06603413978077552,0.7500000000000001,0.6911992163733688
nyc,A4,180,138,2013-02-05 16:53:14,broken_top1,4260,College Academic Building,Home (private),4260,College Academic Building,3426,Home (private),1,3,-2,True,0.12611024413710759,0.22319422299193437,0.0525565463935167,5.010198401254052,0.36210008685948225,0.09329545789171542,0.01316075912980459,0.6,0.5202834826043385
nyc,A4,352,324,2012-12-28 06:46:27,broken_top1,1976,Train Station,Office,1976,Train Station,2016,Office,1,3,-2,True,0.10225098188088866,0.22185144963125591,0.05603554842741665,23.36918455551815,0.0022761911860316826,0.8200312168059133,0.430320534075066,0.5822222222222222,0.35197804957327256
nyc,A4,870,710,2013-01-15 15:05:10,broken_top1,3425,City,General Travel,3425,City,3866,Home (private),1,3,-2,True,0.09840244032789847,0.4023673813203461,0.24474509143605006,1.7608644893002,0.3622653076892484,0.08484777555813283,0.4406283683687242,0.5094614264919942,0.8565485031161977
nyc,A4,1051,816,2013-02-01 17:14:53,broken_top1,2171,Coffee Shop,Home (private),2171,Coffee Shop,4646,Home (private),1,3,-2,True,0.06912818218016781,0.20068542658043564,0.0179974569689354,1.2928467491887254,0.2757862105722698,0.31249232625121126,0.03644732014452984,0.24193548387096778,0.09577920256278918
ca,R0,1942,2300,2010-10-01 03:43:53,improved_non_top1,79,"[{'url': '/categories/45', 'name': 'Airport'}]","[{'url': '/categories/433', 'name': 'Starbucks'}]",6873,"[{'url': '/categories/36', 'name': 'Technology'}]",6873,"[{'url': '/categories/36', 'name': 'Technology'}]",19,9,10,True,0.3631497584604373,0.07794193220003542,0.2553163147748405,11.03376536896465,1.0,0.9439046640274885,0.2319420188738771,0.0,1.0
ca,R0,568,416,2010-09-26 19:01:07,improved_non_top1,6761,"[{'url': '/categories/224', 'name': 'Terminal'}]","[{'url': '/categories/57', 'name': 'Other - Travel & Lodging'}]",445,"[{'url': '/categories/45', 'name': 'Airport'}]",445,"[{'url': '/categories/45', 'name': 'Airport'}]",18,9,9,False,0.5075206624637569,0.15992192591305743,0.428217333310174,0.14874898788617333,0.9661788347007931,0.23605425414367057,0.2677513874698639,0.8571428571428572,0.5475206280319854
ca,R0,161,169,2010-10-05 18:02:26,improved_non_top1,445,"[{'url': '/categories/45', 'name': 'Airport'}]","[{'url': '/categories/96', 'name': 'Bookstore'}]",104,"[{'url': '/categories/95', 'name': 'Train Station'}]",104,"[{'url': '/categories/95', 'name': 'Train Station'}]",17,8,9,True,0.0547980566863312,0.07098926431428765,0.0485995557582628,27.379397738350693,3.6082868502636465e-24,0.768765499871742,0.3528979763593364,1.0,1.0
ca,R0,2249,2857,2010-10-05 03:13:01,improved_non_top1,1623,"[{'url': '/categories/15', 'name': 'Mexican'}]","[{'url': '/categories/201', 'name': 'Drugstore & Pharmacy'}]",522,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",522,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",15,7,8,True,0.5130715235488016,0.10022342883843727,0.38921758149588415,0.25455123607627794,0.9594375865904421,0.811315163857904,1.0,0.9,0.16380246497907291
ca,R0,1551,1683,2010-10-17 18:45:00,improved_non_top1,9259,"[{'url': '/categories/913', 'name': 'Frozen Yogurt'}]","[{'url': '/categories/64', 'name': 'Other - Food '}]",7954,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",7954,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",16,8,8,True,0.2761421591918971,0.04368254488537743,0.19186050396556253,0.015861086595747458,1.0,0.01336527104423521,0.28902711180545704,0.425,0.0
ca,R0,2238,2835,2010-10-11 02:46:18,improved_non_top1,2018,"[{'url': '/categories/15', 'name': 'Mexican'}]","[{'url': '/categories/95', 'name': 'Train Station'}]",883,"[{'url': '/categories/95', 'name': 'Train Station'}]",883,"[{'url': '/categories/95', 'name': 'Train Station'}]",17,10,7,True,0.19126954524520257,0.4094699582664394,0.13069806912794069,1.7819160353682155,0.5999787289020052,1.0,0.039482784964927985,1.0,0.04084624211931386
ca,R0,2039,2422,2010-09-28 23:34:43,improved_non_top1,8173,"[{'url': '/categories/211', 'name': 'Skatepark'}]","[{'url': '/categories/211', 'name': 'Skatepark'}]",3390,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",3390,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",15,8,7,True,0.4970954276591578,0.27790170107356343,0.4331044701248427,0.0,1.0,0.00428450583443412,0.0,1.0,0.0
ca,R0,2207,2747,2010-10-04 16:24:36,improved_non_top1,1373,"[{'url': '/categories/106', 'name': 'Grocery'}]","[{'url': '/categories/106', 'name': 'Grocery'}]",8416,"[{'url': '/categories/106', 'name': 'Grocery'}]",8416,"[{'url': '/categories/106', 'name': 'Grocery'}]",14,7,7,False,0.0034566434100087307,0.13903978386743843,0.1120155087802559,3.1526871066334197,0.568538696050498,0.2823196104586944,1.0,0.9375,0.0
ca,R0,805,697,2010-10-11 18:52:05,improved_non_top1,7640,"[{'url': '/categories/121', 'name': 'Corporate Office'}]","[{'url': '/categories/121', 'name': 'Corporate Office'}]",1836,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1836,"[{'url': '/categories/433', 'name': 'Starbucks'}]",10,4,6,True,0.19752759422263677,0.005224807412015919,0.030639363335869585,0.02561790696658467,0.9919371615660979,1.0,1.0,0.8657243816254417,0.1114654307291138
ca,R0,2428,3295,2010-10-05 03:58:04,improved_non_top1,7739,"[{'url': '/categories/20', 'name': 'Apartment'}]","[{'url': '/categories/448', 'name': '24 Hour Fitness'}]",562,"[{'url': '/categories/45', 'name': 'Airport'}]",562,"[{'url': '/categories/45', 'name': 'Airport'}]",13,7,6,True,0.13919803989036672,0.5922578377084009,0.1610256501695405,1.5699499266914632,1.0,0.8621707433285675,0.2661235375912485,1.0,0.22376003768339542
ca,R0,266,226,2010-10-14 07:11:50,corrected_top1,1,"[{'url': '/categories/121', 'name': 'Corporate Office'}]","[{'url': '/categories/230', 'name': 'Apple Store'}]",201,"[{'url': '/categories/88', 'name': 'Victorian'}]",1,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",4,1,3,True,0.016936223073721113,0.03788925179507674,0.01476754844817696,0.10235228781743672,0.8446387376707117,1.0,0.8984082696760136,1.0,0.9674249510487606
ca,R0,1968,2315,2010-10-07 12:16:45,corrected_top1,6157,"[{'url': '/categories/106', 'name': 'Grocery'}]","[{'url': '/categories/106', 'name': 'Grocery'}]",6877,"[{'url': '/categories/448', 'name': '24 Hour Fitness'}]",6157,"[{'url': '/categories/106', 'name': 'Grocery'}]",3,1,2,True,0.03452785292773519,0.520024223852332,0.14148425079436855,0.0,1.0,1.0,1.0,1.0,0.5774559501652583
ca,R0,1583,1766,2010-10-04 15:55:11,corrected_top1,239,"[{'url': '/categories/121', 'name': 'Corporate Office'}]","[{'url': '/categories/95', 'name': 'Train Station'}]",1847,"[{'url': '/categories/95', 'name': 'Train Station'}]",239,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",3,1,2,True,0.04741731454306819,0.052922705263051206,0.07199867311101582,3.220481058423076,0.35333973134247254,1.0,0.28043188809770725,1.0,0.7064867912927828
ca,R0,935,914,2010-10-05 14:40:35,corrected_top1,1853,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]","[{'url': '/categories/22', 'name': 'Historic Church'}]",508,"[{'url': '/categories/153', 'name': 'Other - College & Education'}]",1853,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",3,1,2,True,0.04059316507223221,0.18713929387175487,0.027166298406865352,0.21253638858489637,0.74970634758188,0.6003710370818444,0.690825749970866,1.0,0.4391263739045085
ca,R0,1673,1918,2010-10-09 02:02:46,corrected_top1,6466,"[{'url': '/categories/106', 'name': 'Grocery'}]","[{'url': '/categories/152', 'name': 'High School'}]",7927,"[{'url': '/categories/152', 'name': 'High School'}]",6466,"[{'url': '/categories/106', 'name': 'Grocery'}]",3,1,2,True,0.05648288399370305,0.13131851259825944,0.016494833984556423,13.801349990248532,0.0844162538448155,0.8305902751053568,0.5435857134573439,1.0,0.4645236007105882
ca,R0,1972,2315,2010-10-19 22:51:51,corrected_top1,6157,"[{'url': '/categories/106', 'name': 'Grocery'}]","[{'url': '/categories/448', 'name': '24 Hour Fitness'}]",9170,"[{'url': '/categories/202', 'name': 'Discount Store'}]",6157,"[{'url': '/categories/106', 'name': 'Grocery'}]",3,1,2,True,0.01607717558232402,0.06620201047145358,0.04146554379397194,4.15865599265757,0.0241883037516496,0.40560612702496796,0.7515811959581429,1.0,0.7392792893101408
ca,R0,732,596,2010-10-14 15:30:36,corrected_top1,1073,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]","[{'url': '/categories/1', 'name': 'Coffee Shop'}]",9303,"[{'url': '/categories/185', 'name': 'Castle'}]",1073,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2,1,1,True,0.03531789373485261,0.13576077972375955,0.20844310717625636,0.0,1.0,1.0,1.0,1.0,0.5559669760228779
ca,R0,1610,1807,2010-10-07 16:22:00,corrected_top1,9042,"[{'url': '/categories/121', 'name': 'Corporate Office'}]","[{'url': '/categories/121', 'name': 'Corporate Office'}]",7853,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",9042,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",2,1,1,True,0.13775847697178611,0.7317058522287905,0.08375829372776022,0.0,1.0,1.0,1.0,1.0,0.4702793512739067
ca,R0,18,18,2010-10-08 18:06:18,corrected_top1,9060,"[{'url': '/categories/121', 'name': 'Corporate Office'}]","[{'url': '/categories/243', 'name': 'Convention Center'}]",256,"[{'url': '/categories/243', 'name': 'Convention Center'}]",9060,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",2,1,1,True,0.1628871343956706,0.021974406792085954,0.012194425291183641,1.1421395690134832,0.8147243169599196,1.0,0.09387538304769419,1.0,0.24001232030834913
ca,R0,587,433,2010-10-19 14:08:16,corrected_top1,981,"[{'url': '/categories/433', 'name': 'Starbucks'}]","[{'url': '/categories/360', 'name': 'Gym'}]",950,"[{'url': '/categories/360', 'name': 'Gym'}]",981,"[{'url': '/categories/433', 'name': 'Starbucks'}]",2,1,1,True,0.03633545957820428,0.22612005681787772,0.029278419520816223,0.17555942153510928,0.9504243923254936,0.7521061834511779,0.41131404121883286,1.0,0.5610591482547458
ca,R0,1492,1567,2010-10-05 02:06:12,worsened_non_top1,138,"[{'url': '/categories/150', 'name': 'Fountain'}]","[{'url': '/categories/77', 'name': 'Casino'}]",2105,"[{'url': '/categories/77', 'name': 'Casino'}]",2105,"[{'url': '/categories/77', 'name': 'Casino'}]",14,19,-5,True,0.23319945217506177,0.057335359499807614,0.1895594106001155,1.9229760417622566,0.19581572424101434,0.06987787563302399,0.06951322142700081,0.0,0.7276411121920392
ca,R0,2550,3575,2010-09-30 02:52:27,worsened_non_top1,6482,"[{'url': '/categories/17', 'name': 'BBQ'}]","[{'url': '/categories/68', 'name': 'Contemporary Church'}]",5827,"[{'url': '/categories/433', 'name': 'Starbucks'}]",5827,"[{'url': '/categories/433', 'name': 'Starbucks'}]",13,18,-5,True,0.15563840736007706,0.001156966880234922,0.17529465890128193,7.9496666097146225,0.20549247060522852,0.07477989955999684,0.00018372658026473928,0.0,0.11614910885858427
ca,R0,822,726,2010-10-02 03:05:02,worsened_non_top1,90,"[{'url': '/categories/188', 'name': 'Gallery'}]","[{'url': '/categories/38', 'name': 'City Park'}]",19,"[{'url': '/categories/38', 'name': 'City Park'}]",19,"[{'url': '/categories/38', 'name': 'City Park'}]",12,16,-4,False,0.41800698274440307,0.03373689631021248,0.3279284111256948,0.5158656951690385,0.9024278406160088,0.17250836891130414,0.034492522022443094,0.0,0.1483901774329318
ca,R0,843,762,2010-09-27 01:07:09,worsened_non_top1,812,"[{'url': '/categories/422', 'name': 'Whole Foods'}]","[{'url': '/categories/1', 'name': 'Coffee Shop'}]",445,"[{'url': '/categories/45', 'name': 'Airport'}]",445,"[{'url': '/categories/45', 'name': 'Airport'}]",11,15,-4,True,0.3931587583460847,0.0016691187795822016,0.25886899560944754,1.7154750422618383,0.7940128073627447,0.16018874771632557,0.046806713783851955,0.0,0.3358914560584993
ca,R0,1033,1058,2010-10-14 03:46:57,worsened_non_top1,6648,"[{'url': '/categories/97', 'name': 'Saloon'}]","[{'url': '/categories/121', 'name': 'Corporate Office'}]",1558,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1558,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",15,19,-4,False,0.09424423939443383,0.06111265975796831,0.0905409304695125,56.57737008822733,2.498761852604821e-08,0.1188843416709762,0.006880768623931798,0.05723905723905723,0.0903066288587149
ca,R0,664,491,2010-10-20 04:50:35,worsened_non_top1,4861,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]","[{'url': '/categories/150', 'name': 'Fountain'}]",137,"[{'url': '/categories/77', 'name': 'Casino'}]",137,"[{'url': '/categories/77', 'name': 'Casino'}]",14,18,-4,True,0.0254729291390432,0.06614295753551558,0.01294082755763648,0.5351898105668241,0.5373530269776754,0.18082621418191624,0.0002572105259523646,0.0,0.31524713747749766
ca,R0,956,935,2010-10-07 01:57:31,worsened_non_top1,607,"[{'url': '/categories/45', 'name': 'Airport'}]","[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",139,"[{'url': '/categories/77', 'name': 'Casino'}]",139,"[{'url': '/categories/77', 'name': 'Casino'}]",13,16,-3,True,0.5265072081802056,0.13131071518006987,0.43064662672054466,4.5710138858351845,0.0,0.853041926782462,0.3311505967713414,0.0,1.0
ca,R0,143,144,2010-10-15 19:33:53,worsened_non_top1,645,"[{'url': '/categories/24', 'name': 'Pub'}]","[{'url': '/categories/82', 'name': 'French'}]",1230,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",1230,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",10,13,-3,True,0.5257242427886621,0.04894891415128666,0.3093448424635252,0.15582408818321034,0.5458589201637382,0.040920783761884724,0.11182141076717506,0.05555555555555555,0.4891531875020541
ca,R0,1694,1941,2010-10-10 16:31:31,worsened_non_top1,6995,"[{'url': '/categories/130', 'name': 'Sports Bar'}]","[{'url': '/categories/28', 'name': 'Dive Bar'}]",8614,"[{'url': '/categories/360', 'name': 'Gym'}]",8614,"[{'url': '/categories/360', 'name': 'Gym'}]",10,13,-3,False,0.4527523778357103,0.04663226586512009,0.38406597546690013,13.202928053560893,0.22701248839454694,0.0442805055846786,0.11111638186620669,0.07692307692307691,0.2260302767146663
ca,R0,1269,1296,2010-10-06 02:13:31,worsened_non_top1,6853,"[{'url': '/categories/134', 'name': 'University'}]","[{'url': '/categories/121', 'name': 'Corporate Office'}]",6333,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",6333,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",12,15,-3,False,0.35393171838578696,0.22078910989499623,0.3206460662630892,5.3944803141878825,0.37852950835159144,0.03449045498893238,0.0,0.0,0.3185604657130699
ca,R0,2439,3299,2010-10-18 04:03:58,broken_top1,7986,"[{'url': '/categories/905', 'name': 'Dairy Queen'}]","[{'url': '/categories/186', 'name': 'Bank & Financial'}]",7986,"[{'url': '/categories/905', 'name': 'Dairy Queen'}]",6936,"[{'url': '/categories/106', 'name': 'Grocery'}]",1,4,-3,True,0.04536751919462423,0.03954790339518344,0.014885296966077766,2.372430732326424,0.6344516447408864,0.0,0.041250765173783496,0.44943820224719094,0.5374933317397156
ca,R0,1519,1645,2010-10-15 20:23:23,broken_top1,7807,"[{'url': '/categories/118', 'name': 'Health & Fitness'}]","[{'url': '/categories/433', 'name': 'Starbucks'}]",7807,"[{'url': '/categories/118', 'name': 'Health & Fitness'}]",7798,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1,2,-1,True,0.17869264923448747,0.37225713056168686,0.035200577546621314,12.787634252854925,0.00019203205897442473,0.1564557948194433,0.15963514532041329,0.5982905982905984,0.2973774414898596
ca,R0,913,879,2010-09-29 14:24:29,broken_top1,8874,"[{'url': '/categories/88', 'name': 'Victorian'}]","[{'url': '/categories/16', 'name': 'American'}]",8874,"[{'url': '/categories/88', 'name': 'Victorian'}]",3336,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1,2,-1,True,0.11637264441377171,0.2431750713208251,0.03181670367438749,22.32878586288699,0.016700680165499797,0.009450813811168102,0.07232948321820382,0.6666666666666665,0.15441895119456983
